Building name,Street address,Suburb,Postcode,Accessibility type,Accessibility type description,Accessibility rating,Building Height (highest floor),Construction year,Refurbished year,Latitude,Longitude,Location
 ,82 Newton Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.795635,144.923748,"82 Newton Street
(-37.795635, 144.923748)"
 ,233 Stockmans Way,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794765,144.917126,"233 Stockmans Way
(-37.794765, 144.917126)"
 ,15 Albermarle Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.796015,144.932995,"15 Albermarle Street
(-37.796015, 144.932995)"
 ,3 Bent Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.7965,144.934974,"3 Bent Street
(-37.7965, 144.934974)"
 ,53-59 Chelmsford Street,KENSINGTON,3031,Steps,All entrances have steps,1,0,1950,0,-37.796425,144.934667,"53-59 Chelmsford Street
(-37.796425, 144.934667)"
 ,23 Chelmsford Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.7962,144.932699,"23 Chelmsford Street
(-37.7962, 144.932699)"
The Heights,17 Chelmsford Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.796175,144.932499,"17 Chelmsford Street
(-37.796175, 144.932499)"
 ,14 Hardiman Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.795775,144.932015,"14 Hardiman Street
(-37.795775, 144.932015)"
 ,34 Hardiman Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.795851,144.932766,"34 Hardiman Street
(-37.795851, 144.932766)"
Stennes,64 Hardiman Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.796009,144.934115,"64 Hardiman Street
(-37.796009, 144.934115)"
 ,76-78 Hardiman Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.796049,144.934483,"76-78 Hardiman Street
(-37.796049, 144.934483)"
 ,41 Hardiman Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.795375,144.933009,"41 Hardiman Street
(-37.795375, 144.933009)"
Mt.Charles,21 Southey Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.798286,144.930992,"21 Southey Street
(-37.798286, 144.930992)"
Benn,17 Southey Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,1910,0,-37.798199,144.930962,"17 Southey Street
(-37.798199, 144.930962)"
 ,11 Southey Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.798066,144.930916,"11 Southey Street
(-37.798066, 144.930916)"
 ,3 Southey Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.79789,144.930857,"3 Southey Street
(-37.79789, 144.930857)"
 ,3 Ormond Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.796919,144.930627,"3 Ormond Street
(-37.796919, 144.930627)"
 ,69-71 Derby Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.798134,144.929558,"69-71 Derby Street
(-37.798134, 144.929558)"
 ,59 Derby Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.797864,144.929309,"59 Derby Street
(-37.797864, 144.929309)"
 ,20 Gower Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.794953,144.928762,"20 Gower Street
(-37.794953, 144.928762)"
Holy Rosary Catholic Church,22 Gower Street,KENSINGTON,3031,Ramp,Main Entrance has ramp,3,0,1970,0,-37.794944,144.928471,"22 Gower Street
(-37.794944, 144.928471)"
 ,39 Henry Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.795389,144.927412,"39 Henry Street
(-37.795389, 144.927412)"
 ,29 Henry Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.795187,144.927768,"29 Henry Street
(-37.795187, 144.927768)"
 ,19 Henry Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.794946,144.928178,"19 Henry Street
(-37.794946, 144.928178)"
 ,541 Macaulay Road,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794412,144.928052,"541 Macaulay Road
(-37.794412, 144.928052)"
 ,539 Macaulay Road,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794392,144.928113,"539 Macaulay Road
(-37.794392, 144.928113)"
Hardimans Hotel,521-535 Macaulay Road,KENSINGTON,3031,Small lip or steep ramp,Entrance(s) have limited access via a small lip or a steep ramp,2,1,1930,0,-37.794421,144.928355,"521-535 Macaulay Road
(-37.794421, 144.928355)"
 ,4 Henry Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794551,144.928154,"4 Henry Street
(-37.794551, 144.928154)"
 ,8 Henry Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794624,144.92797,"8 Henry Street
(-37.794624, 144.92797)"
 ,33 Kensington Road,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.795011,144.92663,"33 Kensington Road
(-37.795011, 144.92663)"
 ,23 Kensington Road,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.794781,144.927026,"23 Kensington Road
(-37.794781, 144.927026)"
 ,24 Wolseley Parade,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.795758,144.929622,"24 Wolseley Parade
(-37.795758, 144.929622)"
 ,16 Wolseley Parade,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.795595,144.929899,"16 Wolseley Parade
(-37.795595, 144.929899)"
 ,1A Southey Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.797769,144.930731,"1A Southey Street
(-37.797769, 144.930731)"
 ,13 Tennyson Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.798064,144.930253,"13 Tennyson Street
(-37.798064, 144.930253)"
 ,25 Tennyson Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.798279,144.92992,"25 Tennyson Street
(-37.798279, 144.92992)"
 ,14 Tennyson Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.797396,144.930578,"14 Tennyson Street
(-37.797396, 144.930578)"
Rose,16 Tennyson Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.797436,144.930509,"16 Tennyson Street
(-37.797436, 144.930509)"
 ,22 Tennyson Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.797544,144.930326,"22 Tennyson Street
(-37.797544, 144.930326)"
Fairview,28 Tennyson Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.797625,144.930188,"28 Tennyson Street
(-37.797625, 144.930188)"
 ,36 Tennyson Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.797733,144.930004,"36 Tennyson Street
(-37.797733, 144.930004)"
 ,39 Ormond Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.797469,144.929689,"39 Ormond Street
(-37.797469, 144.929689)"
 ,29 Ormond Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.797323,144.929938,"29 Ormond Street
(-37.797323, 144.929938)"
 ,19 Ormond Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.797159,144.930217,"19 Ormond Street
(-37.797159, 144.930217)"
Myrtle House,17 Ormond Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.797119,144.930286,"17 Ormond Street
(-37.797119, 144.930286)"
 ,3 Moylan Lane,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794198,144.92004,"3 Moylan Lane
(-37.794198, 144.92004)"
 ,15 Matthews Mews,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794871,144.920942,"15 Matthews Mews
(-37.794871, 144.920942)"
 ,434 Arden Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.798361,144.930201,"434 Arden Street
(-37.798361, 144.930201)"
 ,290-292 Bellair Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.797453,144.931188,"290-292 Bellair Street
(-37.797453, 144.931188)"
 ,70-90 Chelmsford Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,1970,0,-37.797063,144.935055,"70-90 Chelmsford Street
(-37.797063, 144.935055)"
 ,71 The Crescent,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794036,144.918349,"71 The Crescent
(-37.794036, 144.918349)"
 ,73 The Crescent,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794061,144.918287,"73 The Crescent
(-37.794061, 144.918287)"
 ,4 Speakmen Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794101,144.918237,"4 Speakmen Street
(-37.794101, 144.918237)"
 ,55 Francis Lane,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.794039,144.918136,"55 Francis Lane
(-37.794039, 144.918136)"
 ,2 Greenham Place,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.791518,144.921155,"2 Greenham Place
(-37.791518, 144.921155)"
 ,4 Greenham Place,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.791528,144.921048,"4 Greenham Place
(-37.791528, 144.921048)"
 ,8 Greenham Place,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.791582,144.920961,"8 Greenham Place
(-37.791582, 144.920961)"
 ,12 Greenham Place,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.791642,144.920865,"12 Greenham Place
(-37.791642, 144.920865)"
 ,18 Greenham Place,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.791737,144.920717,"18 Greenham Place
(-37.791737, 144.920717)"
 ,5 Halford Lane,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.791517,144.920867,"5 Halford Lane
(-37.791517, 144.920867)"
 ,78-80 The Crescent,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,2003,0,-37.79494,144.919615,"78-80 The Crescent
(-37.79494, 144.919615)"
 ,12-14 Mercantile Parade,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.79542,144.919961,"12-14 Mercantile Parade
(-37.79542, 144.919961)"
 ,4 Hutton Place,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.792247,144.921246,"4 Hutton Place
(-37.792247, 144.921246)"
 ,2 Hutton Place,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.792301,144.921288,"2 Hutton Place
(-37.792301, 144.921288)"
 ,102 Kensington Road,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,2002,0,-37.796572,144.923157,"102 Kensington Road
(-37.796572, 144.923157)"
 ,15 Lincoln Mews,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,2002,0,-37.79646,144.922696,"15 Lincoln Mews
(-37.79646, 144.922696)"
 ,27 Lincoln Mews,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,2002,0,-37.796241,144.923076,"27 Lincoln Mews
(-37.796241, 144.923076)"
 ,33 Lincoln Mews,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,2002,0,-37.796132,144.923266,"33 Lincoln Mews
(-37.796132, 144.923266)"
 ,36-38 Mercantile Parade,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.795826,144.920263,"36-38 Mercantile Parade
(-37.795826, 144.920263)"
 ,39 Cakebread Mews,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,2,0,0,-37.793263,144.919178,"39 Cakebread Mews
(-37.793263, 144.919178)"
 ,58 Wolseley Parade,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.796442,144.928454,"58 Wolseley Parade
(-37.796442, 144.928454)"
 ,54 Wolseley Parade,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.796387,144.928547,"54 Wolseley Parade
(-37.796387, 144.928547)"
Merrim Terrace,61 Gower Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,1,0,0,-37.795842,144.928062,"61 Gower Street
(-37.795842, 144.928062)"
 ,27 Gower Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.795143,144.929291,"27 Gower Street
(-37.795143, 144.929291)"
 ,23 Gower Street,KENSINGTON,3031,Not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0,0,-37.795069,144.929416,"23 Gower Street
(-37.795069, 144.929416)"
Kensington Turkish Child Care Centre,6-8 Wolseley Parade,KENSINGTON,3031,Steps,All entrances have steps,1,0,1880,0,-37.795415,144.930204,"6-8 Wolseley Parade
(-37.795415, 144.930204)"
 ,3 Gower Street,KENSINGTON,3031,Small lip or steep ramp,Entrance(s) have limited access via a small lip or a steep ramp,2,0,1900,1996,-37.794709,144.930071,"3 Gower Street
(-37.794709, 144.930071)"
